treatment,treatment_rep,coral_species,tile_rep,tile_ID_no,tile_ID_letter,recruit_number,surface_area_pre,recruit_age,recruit_individuals,chimera,dead_post,completely_removed,skeleton_remains,half_gone,inner_polyp_left,damage_<50
anigrofuscus,1,millepora,1,45,k,1,3.8,m,2,1,0,na,na,na,na,na
anigrofuscus,1,millepora,1,45,k,2,0.8,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,1,45,k,3,1,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,1,45,k,4,1,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,1,45,k,5,1.2,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,1,45,k,6,1,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,1,45,k,7,1.9,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,1,45,k,8,1.6,d,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,1,45,k,9,1.6,d,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,1,45,k,10,1.3,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,1,45,k,11,1.2,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,1,45,k,12,0.3,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,1,45,k,13,2.6,d,2,1,0,na,na,na,na,na
anigrofuscus,1,millepora,1,45,k,14,2.6,d,2,1,0,na,na,na,na,na
anigrofuscus,1,millepora,1,45,k,15,1.8,m,2,1,0,na,na,na,na,na
anigrofuscus,1,millepora,1,45,k,16,0.6,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,1,45,k,17,1,d,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,1,45,k,18,0.9,d,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,1,45,k,19,2.4,m,3,1,0,na,na,na,na,na
anigrofuscus,1,millepora,1,45,k,20,2.5,d,2,1,0,na,na,na,na,na
anigrofuscus,1,millepora,1,45,k,21,2.6,d,2,1,0,na,na,na,na,na
anigrofuscus,1,millepora,1,45,k,22,2.3,m,2,1,0,na,na,na,na,na
anigrofuscus,1,millepora,1,45,k,23,0.9,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,1,45,k,24,6.2,d,6,1,0,na,na,na,na,na
anigrofuscus,1,millepora,1,45,k,25,1.6,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,1,45,k,26,1.5,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,1,45,k,27,0.9,d,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,1,45,k,28,1.2,d,1,0,0,na,na,na,na,na
anigrofuscus,1,kenti,1,1,m,1, ,d,1,0,0,na,na,na,na,na
anigrofuscus,1,kenti,1,1,m,2,1.5,d,1,0,0,na,na,na,na,na
anigrofuscus,1,kenti,1,1,m,3,1.7,d,1,0,0,na,na,na,na,na
anigrofuscus,1,kenti,1,1,m,4,1.8,d,2,1,0,na,na,na,na,na
anigrofuscus,1,kenti,1,1,m,5,1.6,d,1,0,0,na,na,na,na,na
anigrofuscus,1,kenti,1,1,m,6,1.2,d,1,0,0,na,na,na,na,na
anigrofuscus,1,kenti,1,1,m,7,1,d,1,0,1,yes,na,na,na,na
anigrofuscus,1,kenti,1,1,m,8,1.2,d,1,0,0,na,na,na,na,na
anigrofuscus,1,kenti,1,1,m,9,3.2,d,3,1,0,na,na,na,na,na
anigrofuscus,1,kenti,1,1,m,10,1.4,d,1,0,0,na,na,na,na,na
anigrofuscus,1,kenti,1,1,m,11,1.6,d,1,0,0,na,na,na,na,na
anigrofuscus,1,kenti,1,1,m,12,2.3,d,2,1,0,na,na,na,na,na
anigrofuscus,1,kenti,1,1,m,13,1.4,d,1,0,0,na,na,na,na,na
anigrofuscus,1,kenti,1,1,m,14,2.7,d,2,1,0,na,na,na,na,na
anigrofuscus,1,kenti,1,1,m,15,5.8,d,4,1,0,na,na,na,na,na
anigrofuscus,1,kenti,1,1,m,16,3.2,d,3,1,0,na,na,na,na,na
anigrofuscus,1,kenti,1,1,m,17,1.2,d,1,0,0,na,na,na,na,na
anigrofuscus,1,kenti,1,1,m,18,1.7,d,1,0,0,na,na,na,na,na
anigrofuscus,1,kenti,1,1,m,19,1.9,d,1,0,0,na,na,na,na,na
anigrofuscus,1,kenti,1,1,m,20,1.5,d,1,0,0,na,na,na,na,na
anigrofuscus,1,kenti,1,1,m,21,1.3,d,1,0,0,na,na,na,na,na
anigrofuscus,1,kenti,1,1,m,22,1.3,d,1,0,0,na,na,na,na,na
anigrofuscus,1,kenti,1,1,m,23,0.4,d,1,0,1,yes,na,na,na,na
anigrofuscus,1,kenti,1,1,m,24,1.5,d,1,0,0,na,na,na,na,na
anigrofuscus,1,kenti,1,1,m,25,1.2,d,1,0,0,na,na,na,na,na
anigrofuscus,1,kenti,1,1,m,26,1.3,d,1,0,0,na,na,na,na,na
anigrofuscus,1,kenti,1,1,m,27,0.8,d,1,0,0,na,na,na,na,na
anigrofuscus,1,kenti,1,1,m,28,1.6,d,1,0,0,na,na,na,na,na
anigrofuscus,1,kenti,1,1,m,29,1.3,d,1,0,0,na,na,na,na,na
anigrofuscus,1,kenti,1,1,m,30,1.5,d,1,0,0,na,na,na,na,na
anigrofuscus,1,kenti,1,1,m,31,1.3,d,1,0,0,na,na,na,na,na
anigrofuscus,1,kenti,1,1,m,32,1,d,1,0,0,na,na,na,na,na
anigrofuscus,1,kenti,1,1,m,33,1.4,d,1,0,0,na,na,na,na,na
anigrofuscus,1,kenti,1,1,m,34,1.3,m,1,0,0,na,na,na,na,na
anigrofuscus,1,kenti,1,1,m,35,0.9,d,1,0,0,na,na,na,na,na
anigrofuscus,1,kenti,1,1,m,36,1.3,m,1,0,0,na,na,na,na,na
anigrofuscus,1,kenti,1,1,m,37,1.4,d,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,1,1.4,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,2,1.3,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,3,2.5,m,2,1,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,4,2.2,m,2,1,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,5,1.3,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,6,1.5,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,7,1.3,d,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,8,1.9,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,9,1.7,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,10,1.4,d,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,11,1.6,d,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,12,1.7,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,13,1.4,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,14,2.6,m,2,1,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,15,1.7,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,16,1.9,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,17,1.6,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,18,1.5,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,19,1.6,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,20,1.1,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,21,1.1,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,22,1.9,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,23,1,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,24,1.2,d,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,25,1.6,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,26,1.6,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,27,1.3,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,28,1.3,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,29,1.5,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,30,0.9,d,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,31,1.1,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,32,0.5,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,33,2,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,34,2.6,m,2,1,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,35,0.8,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,36,1.4,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,37,1.7,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,38,1.7,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,39,1.2,d,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,40,1.7,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,41,2.4,m,2,1,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,42,1.5,d,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,43,1.1,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,44,1.7,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,45,3.3,m,2,1,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,46,1.4,d,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,47,1.5,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,48,2.8,m,2,1,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,49,2,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,50,1.8,m,2,1,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,51,1.5,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,52,1.5,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,53,2.4,m,2,1,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,54,1.6,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,55,1.7,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,56,1.6,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,57,1.6,d,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,58,2.5,m,2,1,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,59,0.9,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,60,1,d,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,61,1.8,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,62,1.3,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,63,1.6,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,64,1.5,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,65,2.7,m,2,1,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,66,1.2,d,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,67,2,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,68,1.2,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,69,1.5,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,70,1.4,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,71,1.4,d,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,72,1.6, m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,73,1.3,d,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,74,1.6,d,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,75,1.7,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,76,1.6,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,77,2.4,m,2,1,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,78,1.3,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,79,0.8,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,80,1.6,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,81,1.6,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,82,1.5,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,83,2.3,d,2,1,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,84,1.5,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,85,1.4,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,86,1.5,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,87,1.4,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,88,1.6,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,89,1.4,d,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,90,2.8,m,2,1,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,91,1.9,m,2,1,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,92,1.4,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,93,1.6,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,94,1.4,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,95,1.3,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,96,1.4,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,97,2.2,m,2,1,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,98,1.2,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,99,1.6,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,100,1.7,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,101,2.3,m,2,1,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,102,2.9,m,2,1,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,103,1.8,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,104,1.3,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,105,1.2,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,106,1.5,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,107,1.4,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,108,1.6,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,109,1.1,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,110,1.8,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,111,1.9,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,112,2.1,m,2,1,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,113,1.6,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,114,1.3,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,115,2.4,m,2,1,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,116,2.4,m,2,1,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,117,1.6,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,118,1.4,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,119,1.3,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,120,0.9,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,121,1.2,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,122,1.6,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,123,2.6,d,3,1,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,124,1.4,d,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,125,1.6,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,126,1.5,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,127,1.6,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,128,1.1,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,2,19,b,129,3.4,m,3,1,0,na,na,na,na,na
anigrofuscus,1,millepora,3,43,p,1,1.1,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,3,43,p,2,1.6, m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,3,43,p,3,1.5,d,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,3,43,p,4,1.2,d,1,0,1,na,yes,na,na,na
anigrofuscus,1,millepora,3,43,p,5,1.7,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,3,43,p,6,1.4,d,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,3,43,p,7,1.7,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,3,43,p,8,0.9, d,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,3,43,p,9,1.4,d,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,3,43,p,10,1.7,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,3,43,p,11,1.5,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,3,43,p,12,1.5,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,3,43,p,13,1.5,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,3,43,p,14,1.6,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,3,43,p,15,1.1,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,3,43,p,16,1.8,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,3,43,p,17,1.6,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,3,43,p,18,1.6,d,2,1,1,na,na,yes,na,na
anigrofuscus,1,millepora,3,43,p,19,1,d,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,3,43,p,20,1.6,d,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,3,43,p,21,1.5,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,3,43,p,22,0.8,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,3,43,p,23,1.5,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,3,43,p,24,1.6,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,3,43,p,25,1.8,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,3,43,p,26,2.5,m,2,1,0,na,na,na,na,na
anigrofuscus,1,millepora,3,43,p,27,1.9,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,3,43,p,28,1.5,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,3,43,p,29,2.6,m,2,1,0,na,na,na,na,na
anigrofuscus,1,millepora,3,43,p,30,1.5, m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,3,43,p,31,2.1,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,3,43,p,32,1.6, m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,3,43,p,33,1.2,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,3,43,p,34,1.6,d,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,3,43,p,35,2.5,d,2,1,0,na,na,na,na,na
anigrofuscus,1,millepora,3,43,p,36,1.5,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,3,43,p,37,1.5,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,3,43,p,38,1.2,d,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,3,43,p,39,1.4,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,3,43,p,40,1.7,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,3,43,p,41,1.6,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,3,43,p,42,1.6,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,3,43,p,43,1.3,d,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,3,43,p,44,1.5,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,3,43,p,45,1.6,d,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,3,43,p,46,3.1,m,2,1,0,na,na,na,na,na
anigrofuscus,1,millepora,3,43,p,47,1.8,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,3,43,p,48,1.4,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,3,43,p,49,1.6,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,3,43,p,50,1.7,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,3,43,p,51,1.7, m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,3,43,p,52,1.7,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,3,43,p,53,1.6,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,3,43,p,54,1.3,d,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,3,43,p,55,1,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,4,36,a,1,1.3,d,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,4,36,a,2,1.4,d,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,4,36,a,3,1.2,d,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,4,36,a,4,1.4,d,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,4,36,a,5,2.3,d,2,1,0,na,na,na,na,na
anigrofuscus,1,millepora,4,36,a,6,0.7,d,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,4,36,a,7,2.2,d,3,1,0,na,na,na,na,na
anigrofuscus,1,millepora,4,36,a,8,1.3,d,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,4,36,a,9,1.8,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,4,36,a,10,1.8,d,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,4,36,a,11,0.8,d,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,4,36,a,12,1.1,d,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,4,36,a,13,2.1,d,2,1,0,na,na,na,na,na
anigrofuscus,1,millepora,4,36,a,14,1.1,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,4,36,a,15,1.3,d,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,4,36,a,16,1.7,d,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,4,36,a,17,1.4,d,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,4,36,a,18,0.9,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,4,36,a,19,1.6,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,4,36,a,20,2,d,2,1,0,na,na,na,na,na
anigrofuscus,1,millepora,4,36,a,21,1.5,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,4,36,a,22,2.8,d,3,1,0,na,na,na,na,na
anigrofuscus,1,millepora,4,36,a,23,1.7,d,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,4,36,a,24,3,d,2,1,0,na,na,na,na,na
anigrofuscus,1,millepora,4,36,a,25,1.2,d,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,4,36,a,26,2.6,d,2,1,0,na,na,na,na,na
anigrofuscus,1,millepora,4,36,a,27,0.8,d,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,4,36,a,28,1.5,d,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,4,36,a,29,1.4,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,4,36,a,30,1.7,d,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,4,36,a,31,3.5,d,4,1,0,na,na,na,na,na
anigrofuscus,1,millepora,4,36,a,32,1.1,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,4,36,a,33,1.4,d,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,4,36,a,34,1.4,d,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,4,36,a,35,0.8,d,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,4,36,a,36,3.2,d,3,1,0,na,na,na,na,na
anigrofuscus,1,millepora,4,36,a,37,1.1,d,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,4,36,a,38,2.7,d,2,1,0,na,na,na,na,na
anigrofuscus,1,millepora,4,36,a,39,1.8,d,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,4,36,a,40,1.4,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,4,36,a,41,0.9,m,1,0,0,na,na,na,na,na
anigrofuscus,1,millepora,4,36,a,42,1.7,m,1,0,0,na,na,na,na,na
anigrofuscus,1,kenti,3,4,e,1,1.1,m,1,0,0,na,na,na,na,na
anigrofuscus,1,kenti,3,4,e,2,1.5,d,1,0,0,na,na,na,na,na
anigrofuscus,1,kenti,3,4,e,3,1.7,d,1,0,0,na,na,na,na,na
anigrofuscus,1,kenti,3,4,e,4,1,d,1,0,0,na,na,na,na,na
anigrofuscus,1,kenti,3,4,e,5,1.2,d,1,0,0,na,na,na,na,na
anigrofuscus,1,kenti,3,4,e,6,1.5,m,1,0,0,na,na,na,na,na
anigrofuscus,1,kenti,3,4,e,7,1.5,d,1,0,0,na,na,na,na,na
anigrofuscus,1,kenti,3,4,e,8,1.8,d,1,0,0,na,na,na,na,na
anigrofuscus,1,kenti,3,4,e,9,1.3,d,1,0,0,na,na,na,na,na
anigrofuscus,1,kenti,3,4,e,10,2.9,d,2,1,0,na,na,na,na,na
anigrofuscus,1,kenti,3,4,e,11,1.2,m,1,0,0,na,na,na,na,na
anigrofuscus,1,kenti,3,4,e,12,1.6,d,1,0,0,na,na,na,na,na
anigrofuscus,1,kenti,3,4,e,13,2.5,d,2,1,0,na,na,na,na,na
anigrofuscus,1,kenti,3,4,e,14,1.2,d,1,0,0,na,na,na,na,na
anigrofuscus,1,kenti,3,4,e,15,1.7,d,1,0,0,na,na,na,na,na
anigrofuscus,1,kenti,3,4,e,16,1.3,d,1,0,0,na,na,na,na,na
anigrofuscus,1,kenti,3,4,e,17,1,d,1,0,0,na,na,na,na,na
anigrofuscus,1,kenti,3,4,e,18,0.6,d,1,0,1,na,na,na,yes,na
anigrofuscus,1,kenti,3,4,e,19,1.6,d,1,0,0,na,na,na,na,na
anigrofuscus,1,kenti,3,4,e,20,1.5,m,1,0,0,na,na,na,na,na
anigrofuscus,1,kenti,3,4,e,21,1.7,d,1,0,0,na,na,na,na,na
anigrofuscus,1,kenti,3,4,e,22,0.9,d,1,0,0,na,na,na,na,na
anigrofuscus,1,kenti,3,4,e,23,1.7,m,1,0,0,na,na,na,na,na
anigrofuscus,1,kenti,3,4,e,24,1.3,d,1,0,0,na,na,na,na,na
anigrofuscus,1,kenti,3,4,e,25,2.6,m,2,1,0,na,na,na,na,na
